input_smiles,smiles,tanimoto,MW,LogP,TPSA,HBD,HBA,QED
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,Cc1nnc2n1-c1ccc(Cl)cc1[PH](c1ccccc1)=NC2,0.537,328.74300000000005,3.0913200000000014,43.07,0,3,0.644235882888864
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,N=C1N=C2CN=C(c3ccccc3Cl)c3cc(Cl)ccc3N12,0.537,329.19000000000005,3.997670000000002,51.81,1,2,0.8446860824718199
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,Cc1ccc(-c2nc3n(c2CC(=O)N(C)C)C=CCC3)cc1,0.537,295.386,2.9061200000000014,38.13,0,2,0.8729821154183293
CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,CCN(C(C)=O)c1cccc(C2=C=BNc3c(C#N)cnn32)c1,0.5362,303.134,1.4625799999999995,73.95000000000002,1,4,0.8712763097048163
CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,CN1CCN(C(=O)OC2[SH]=NC=CN=CC(=O)N2c2ccc(Cl)cn2)CC1,0.5362,410.8870000000002,1.2896999999999998,90.69999999999999,1,7,0.7417338278042306
CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,CN1CCN(C(=O)OC2c3nccnc3C(=O)N2C=CC=CNCCl)CC1,0.5362,392.8470000000001,1.1282999999999999,90.89999999999999,1,7,0.45595802118702655
CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,C=CC=CC=BC1=NC(O)C(=O)N(C)c2ccc(Cl)cc21,0.5357,300.55400000000003,1.63,52.900000000000006,1,3,0.6812366710252529
CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,CN1C(=O)C(O)N=C2CC=CC=C(C2)c2cc(Cl)ccc21,0.5357,302.761,2.8092000000000006,52.900000000000006,1,3,0.8009803511268887
CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,C#CC=CC=CC1=NC(O)C(=O)N(C)c2ccc(Cl)cc21,0.5357,300.74500000000006,2.1695,52.900000000000006,1,3,0.6720912159232739
CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,CN1C(=O)C(O)N=C(C2C=CC=CS2)c2cc(Cl)ccc21,0.5357,320.80100000000004,2.6092000000000004,52.900000000000006,1,4,0.8650957140798123
CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,CN1C(=O)C(O)N=C(C=CC=CCCl)c2cc(Cl)ccc21,0.5357,325.195,2.775100000000001,52.900000000000006,1,3,0.6862232113515678
Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,C#CC=CC=CC1=NCc2nncn2-c2ccc(Cl)cc21,0.5357,294.74500000000006,2.969000000000001,43.07,0,3,0.6311418503896598
CN=C1CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1,C#CC=CC=CC1=c2cc(Cl)ccc2=NC(=NC)CN1O,0.5345,299.761,1.5464999999999995,48.19,1,3,0.6651785573879759
CN=C1CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1,CN=C1CN(O)C(C=CC=CC#N)=c2cc(Cl)ccc2=N1,0.5345,300.749,1.4368800000000002,71.97999999999999,1,4,0.6633300612334038
CN=C1CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1,B#CC=CC=CC1=c2cc(Cl)ccc2=NC(=NC)CN1O,0.5345,297.55400000000003,1.041,48.19,1,3,0.6548884325300767
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,C=CC=CC=BC1=NCc2nnc(C)n2-c2ccc(Cl)cc21,0.5345,308.5810000000001,2.737920000000001,43.07,0,3,0.6461823563227501
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,Cc1nnc2n1-c1ccc(Cl)cc1C(C1C#CCC=C1)=NC2,0.5345,308.772,3.111320000000002,43.07,0,3,0.5999131265002611
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,Cc1nnc2n1-c1ccc(Cl)cc1C(CC=CC=CBr)=NC2,0.5345,377.673,4.386720000000003,43.07,0,3,0.7446921456704946
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,C=CC=CC=NC1=NCc2nnc(C)n2-c2ccc(Cl)cc21,0.5345,311.776,3.3023200000000017,55.43,0,4,0.6309113233258584
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,Cc1nnc2n1-c1ccc(Cl)cc1C(C1C=CC=CS1)=NC2,0.5345,328.82800000000003,3.717120000000003,43.07,0,4,0.801004391708611
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,Cc1nnc2n1-c1ccc(Cl)cc1C(C=CC=CCF)=NC2,0.5345,316.76700000000005,3.6137200000000025,43.07,0,3,0.8117785786535099
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,Cc1nnc2n1-c1ccc(Cl)cc1C(C1C=CC=CP1)=NC2,0.5345,328.743,3.662420000000002,43.07,0,3,0.7497106851319276
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,Cc1nnc2n1-c1ccc(Cl)cc1C(C=CC=CC#N)=NC2,0.5345,309.76000000000005,3.1678000000000015,66.86,0,4,0.6318563801068651
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,Cc1nnc2n1-c1ccc(Cl)cc1C(C1C=CC=CO1)=NC2,0.5345,312.76000000000005,3.0005200000000016,52.3,0,4,0.8131106681047062
Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,Fc1ccccc1C1=NCC2=CN=CCN2c2ccc(Cl)cc21,0.5345,325.77400000000006,4.062300000000003,27.96,0,3,0.7766678275701364
Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,C=NC1=C2CN=C(c3ccccc3F)c3cc(Cl)ccc3N21,0.5345,311.74700000000007,4.019800000000003,27.729999999999997,0,3,0.7697848412711187
Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)C2,0.5345,312.77500000000003,4.661220000000003,17.82,0,1,0.6386955506911741
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,Cc1nnc2n1C1=CC#P(Cl)C=C1C(c1ccccc1Cl)=NC2,0.5345,361.1720000000001,4.576120000000002,43.07,0,3,0.6983662959279443
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,Cc1nnc2n1-c1ccc(Cl)cc1C(C=CC=C1C=C1Cl)=NC2,0.5345,343.21700000000004,4.150720000000002,43.07,0,3,0.8221076990496032
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,CC=CC=C(C=C=P)c1nc2ccc(C)cn2c1CC(=O)N(C)C,0.5345,339.37900000000013,3.333020000000002,37.61000000000001,0,2,0.6189093009659973
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,Cc1ccc2nc(C3=CC=CCC3)c(CC(=O)N(C)Cl)n2c1,0.5345,315.804,3.530820000000002,37.61,0,2,0.8125861284727792
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,C=CC(=CC=C=CC)c1nc2ccc(C)cn2c1CC(=O)N(C)C,0.5345,321.42400000000004,3.5740200000000026,37.61000000000001,0,2,0.6234632171658
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,Cc1ccc2nc(C3=CC=CCC3)c(CC(=O)N(C)S)n2c1,0.5345,313.42599999999993,3.221820000000002,37.61,1,3,0.8835715710114416
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,C=CN(C)C(=O)Cc1c(C2=CC=CC2)nc2ccc(C)cn12,0.5345,293.37,3.1304200000000018,37.61,0,2,0.8682637282349337
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,C=CC(=CC=CPC)c1nc2ccc(C)cn2c1CC(=O)N(C)C,0.5345,341.39500000000015,3.6648200000000024,37.61000000000001,0,2,0.5938687734521778
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,Cc1ccc2nc(C3=CC=CC3)c(CC(=O)N(C)C3C=C3)n2c1,0.5345,305.381,2.925320000000001,37.61,0,2,0.814576886138822
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,C=CC(=CC=NCC)c1nc2ccc(C)cn2c1CC(=O)N(C)C,0.5345,324.42800000000005,2.9335200000000015,49.970000000000006,0,3,0.6057956209011839
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,C=CC(=CPS#N)c1nc2ccc(C)cn2c1CC(=O)N(C)C,0.5345,346.3960000000002,3.6064000000000034,61.400000000000006,0,3,0.6136946098189432
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,CC=CC=C(C=C=N)c1nc2ccc(C)cn2c1CC(=O)N(C)C,0.5345,322.4120000000001,3.0375900000000007,61.46000000000001,1,3,0.6791931635717133
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,C#[PH]CC(=CC=CC)c1nc2ccc(C)cn2c1CC(=O)N(C)C,0.5345,341.3950000000001,3.5004200000000028,37.61000000000001,0,2,0.6165415332202332
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,C=CC(=CC=S=CC)c1nc2ccc(C)cn2c1CC(=O)N(C)C,0.5345,341.48000000000013,3.2003200000000014,37.61000000000001,0,2,0.47573579294600915
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,CC=CC=C(OCF)c1nc2ccc(C)cn2c1CC(=O)N(C)C,0.5345,331.39100000000013,3.1340200000000014,46.84,0,3,0.6033942812057487
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,CC=CC=C(SCF)c1nc2ccc(C)cn2c1CC(=O)N(C)C,0.5345,347.4590000000002,3.8506200000000037,37.61000000000001,0,3,0.7450378200795003
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,C=C1C=CCC(c2nc3ccc(C)cn3c2CC(=O)N(C)S)=C1,0.5345,325.437,3.387920000000002,37.61000000000001,1,3,0.8785347221390379
CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,CCPN(COCNC)C(=O)OC1c2nccnc2C(=O)N1c1ccc(Cl)cn1,0.5342,438.8120000000002,2.3870000000000005,109.78,1,8,0.3798377161946303
Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,Cc1ncc2n1-c1ccc(Cl)cc1C(CC=CC=CCl)=NC2,0.5333,332.234,4.835620000000003,30.18,0,2,0.7401668932474518
Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,CC=NC1=C2CN=C(c3ccccc3F)c3cc(Cl)ccc3N21,0.5333,325.77400000000006,4.409900000000003,27.729999999999997,0,3,0.7515145150526998
Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,Cc1ncc2n1C1=CC=CCC=C1C(c1ccccc1F)=NC2,0.5333,305.35600000000005,4.060720000000003,30.18,0,2,0.7811410551903425
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,Cc1nnc2n1-c1ccc(Cl)cc1C(OCC=CC=CCl)=NC2,0.5333,349.22100000000006,3.8146200000000032,52.3,0,4,0.7920081984296888
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,CC=C1C=BC(c2nc3ccc(C)cn3c2CC(=O)N(C)C)C=C1,0.5333,319.21700000000004,2.3370200000000008,37.61000000000001,0,2,0.814559052946566
Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,CC1N=C(c2ccccc2F)c2cc(Cl)ccc2N(CC(F)(F)F)S1,0.5333,388.817,5.693000000000002,15.6,0,3,0.48462887295920604
Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,B=C1N=C(c2ccccc2F)c2cc(Cl)ccc2N(CC(F)(F)F)S1,0.5333,384.594,4.335200000000001,15.6,0,3,0.43490930168059344
Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,Fc1ccccc1[SH]1CCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,0.5333,407.88500000000005,5.9981000000000035,3.24,1,1,0.36932597548574
Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,Cc1ncc2n1-c1ccc(Cl)cc1C(C#CC=CC=CF)=NC2,0.5323,325.774,4.1796200000000026,30.18,0,2,0.5711954745324264
Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,Cc1ncc2n1-c1ccc(Cl)cc1C(OCC=CC=CF)=NC2,0.5323,331.778,4.150320000000003,39.41,0,3,0.7925075325098897
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,CCOCc1ncn2c1CN(C)C(=O)c1cc(C)ccc1-2,0.5323,285.347,2.3028200000000005,47.36,0,3,0.8691024908325758
CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,CNCCNC1c2nccnc2C(=O)N1c1ccc(Cl)cn1,0.5323,318.768,0.9929999999999991,83.03999999999999,2,6,0.8001106214948958
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,CCN(CC)C1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,0.5323,358.8440000000001,4.282100000000003,32.67,0,3,0.8166670475289874
Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)C2=CC=C(Cl)C=S21,0.5323,406.8570000000001,4.826400000000003,15.6,0,2,0.5162970531482304
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,CCOC(=O)C1=C2CN(C)C(=O)c3cc(F)ccc3C2=C=N1,0.5312,300.28900000000004,1.7952,58.97,0,4,0.7824910186356155
CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,CCN(CCCc1ccnc2c(C#N)cnn12)C(C)=O,0.5312,271.324,1.40198,74.28999999999999,0,4,0.823531114190163
CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,C=CC(O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,0.5312,276.299,2.48738,74.21000000000001,1,4,0.7457098738725381
Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,FC=CC=CC#CC1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,0.5312,386.8010000000001,4.881600000000003,15.6,0,2,0.31136591157476007
Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,FOCC=CC=CC1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,0.5312,392.805,4.852300000000003,24.83,0,3,0.40650913185186593
Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,FC=C=CC=CC=CC1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,0.5312,400.82800000000003,5.589500000000003,15.6,0,2,0.28321122739599125
Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,FC=C=NCCC1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,0.5312,377.79400000000004,4.381800000000003,27.96,0,3,0.44221619110765703
Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,FC=CC=C=[SH]C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,0.5312,394.84600000000006,4.702300000000003,15.6,1,2,0.3383570339380475
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,CN1C(=O)C#P=C(c2ccccc2)c2cc(Cl)ccc21,0.5306,299.69700000000006,3.790600000000002,20.310000000000002,0,1,0.7337070738765525
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,Bc1ccc2c(c1)C(c1ccccc1)=NCC(=O)N2B,0.5306,259.914,-0.3229000000000001,32.67,0,2,0.6464194787791392
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,NOC1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,0.5306,287.75,2.819300000000001,59.64,2,4,0.8351619230160402
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,O=CC1=PN=C(c2ccccc2)c2cc(Cl)ccc2N1,0.5306,300.685,3.7929000000000013,41.46,1,3,0.676957800177167
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,COC1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,0.5306,286.762,3.575400000000002,33.62,1,3,0.9154402330894063
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,O=CC1=[SH]N=C(c2ccccc2)c2cc(Cl)ccc2N1,0.5306,302.786,3.3122000000000007,41.46,2,3,0.5075404910811748
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,O=C1CN=C(C=C2C=CC=C2)c2cc(Cl)ccc2N1,0.5306,270.71899999999994,3.1336000000000013,41.46,1,2,0.8368578196264254
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,SOC1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,0.5306,304.802,3.7904000000000027,33.62,2,4,0.6535903194987055
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,O=C1CN=C([PH]2=CC=CC=C2)c2cc(Cl)ccc2N1,0.5306,290.69,3.138600000000001,41.46,1,2,0.7933033554216313
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,O=CC1=BN=C(c2ccccc2)c2cc(Cl)ccc2N1,0.5306,280.52299999999997,2.5509000000000004,41.46,1,3,0.6783461358710493
CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,CCOC(=O)c1ncn2c1CN(C)C(=O)C1=CC(F)SC=C12,0.5303,323.34900000000005,1.799,64.43,0,5,0.7766537762132408
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,CCN(CC)CC#P1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,0.5303,402.83700000000005,4.2649000000000035,32.67,0,3,0.715542700131258
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,CCN(CC)CCNC1=C(O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,0.5303,401.91300000000007,4.488100000000003,47.86,2,4,0.7182668728095616
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,CCN(C)CCN1c2ccc(Cl)cc2C(c2ccccc2F)=NCC1F,0.5303,377.86600000000004,4.383800000000004,18.84,0,3,0.7197831182116854
Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,FCS1=CC=CC=C1C1=NCC(=S)N(CC(F)(F)P)c2ccc(Cl)cc21,0.5303,434.87600000000003,5.196200000000005,15.6,0,2,0.4781055272956686
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,CNC1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,0.5294,298.7730000000001,3.020600000000001,41.46,1,3,0.9257620209752745
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,OCC1N=C(c2ccccc2)c2cc(Cl)ccc2NO1,0.5294,288.73400000000004,2.852900000000001,53.85000000000001,2,4,0.8933132740180998
O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,N=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NN1O,0.5294,321.16700000000003,3.797270000000001,71.71000000000001,3,3,0.7480023625078376
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,CNOCCc1c(-c2ccc(C)cc2)nc2ccc(C)cn12,0.5294,295.386,3.3116400000000024,38.56,1,3,0.5795380166248116
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,CB(C)C(N)Cc1c(-c2ccc(C)cc2)nc2ccc(C)cn12,0.5294,305.2340000000001,3.7815400000000032,43.31999999999999,1,2,0.7454232884431418
CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,CCN(C=C1C=CC(c2ccnc3c(C#N)cnn23)=C1)C(C)=O,0.5294,305.34100000000007,2.3064800000000005,74.28999999999999,0,4,0.8718049664147067
CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,CCC1CN1Oc1cccc(-c2ccnc3c(C#N)cnn23)c1,0.5294,305.341,2.6559800000000005,66.22,0,5,0.6932654973414436
CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,CNCC(O)(OC1c2nccnc2C(=O)N1c1ccc(Cl)cn1)PC,0.5294,381.76,1.3743999999999996,100.47,2,7,0.5754529684970221
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)C2=CC(Cl)=CC=[PH]21,0.5294,407.8570000000001,3.750400000000003,35.91,0,3,0.6732094451922298
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)C2=CC(Cl)=CC=S21,0.5294,407.9420000000001,3.805100000000003,35.91,0,3,0.6721553607618118
CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,CNC1CCN(C(C)OOC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)C1,0.5286,404.8580000000001,1.7718999999999994,92.71000000000001,1,8,0.574891978933239
CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,CNCCNPC(=P)OOC1c2nccnc2C(=O)N1c1ccc(Cl)cn1,0.5286,426.74100000000016,1.7648999999999995,101.5,2,8,0.2706412815867191
CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,CN1CCN(C(=O)OC2C#SC=CN=CC(=O)N2c2ccc(Cl)cn2)CC1,0.5286,407.8830000000001,2.0261,78.34,0,6,0.7490926613145947
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,C=CC=CP=C=CC1=NCC(=O)N(CCN(CC)CC)c2ccc(Cl)cc21,0.5286,401.8780000000001,4.420700000000004,35.910000000000004,0,3,0.4771998924807235
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,CN1C(=O)CN=C2CC=CC=C(C2)c2cc(Cl)ccc21,0.5283,286.762,3.490800000000002,32.67,0,2,0.7184197902302044
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,CN1C(=O)CN=C(S2=CC=CC=C2)c2cc(Cl)ccc21,0.5283,304.8020000000001,3.217600000000002,32.67,0,2,0.6774194175886757
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,C=CC=CC=CC1=NCC(=O)N(C)c2ccc(Cl)cc21,0.5283,286.762,3.403900000000002,32.67,0,2,0.7839408894130075
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,CN1C(=O)CN=C([PH]2=PC=CC=C2)c2cc(Cl)ccc21,0.5283,322.6720000000001,4.179400000000002,32.67,0,2,0.7138965291708372
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,CN1C(=O)CN=C(C=CC=C2C=C2)c2cc(Cl)ccc21,0.5283,284.74600000000004,3.1579000000000015,32.67,0,2,0.8209714051102512
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,CN1C(=O)CN=C2C=CC[SH]=C2c2cc(Cl)ccc21,0.5283,292.791,2.3132,32.67,1,2,0.5775873905317227
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,C=CC=CC=CC1=NC(O)C(=O)Nc2ccc(Cl)cc21,0.5283,288.73400000000004,2.6980000000000004,61.690000000000005,2,3,0.8401817353246328
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,O=C1Nc2ccc(Cl)cc2C(C=CC=C2C=C2)=NC1O,0.5283,286.718,2.4520000000000004,61.69,2,3,0.8771027309662172
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,N=CC=CC=CC1=NC(O)C(=O)Nc2ccc(Cl)cc21,0.5283,289.72200000000004,2.16157,85.53999999999999,3,4,0.5882010882015082
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,O=C1Nc2ccc(Cl)cc2C(C2C=CC=CN2)=NC1O,0.5283,289.72200000000004,1.4412999999999998,73.72,3,4,0.7323279153550613
CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,O=C1NCc2ccc(Cl)cc2C(c2ccccc2)=NC1O,0.5283,300.745,2.1256,61.69,2,3,0.847289407906428
CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,CN1C(=O)C(O)N=[PH](c2ccccc2)c2cc(Cl)ccc21,0.5283,320.71600000000007,1.9833999999999996,52.900000000000006,1,3,0.8169688825279828
O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,O=C1C#[SH]=C(c2ccccn2)c2cc(Br)ccc2N1,0.5283,333.21,2.7897000000000007,41.99,2,2,0.6224849721980531
O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,O=C1Nc2ccc(Cl)cc2C(C=CC=CC=CCl)=NC1O,0.5283,323.17900000000003,3.264500000000002,61.69,2,3,0.8388556271113541
O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,O=C1NC2=C=C=C(Cl)C=C2C(c2ccccc2Cl)=NC1O,0.5283,319.14700000000005,2.2779000000000003,61.69,2,3,0.7802750406874391
O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,O=C1NC2=CC=C(Cl)[SH]=C2C(c2ccccc2Cl)=NC1O,0.5283,341.21900000000005,2.1929000000000003,61.69,3,3,0.541714439277849
CN=C1CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1,ON1CC=NCN=c2ccc(Cl)cc2=C1c1ccccc1,0.5283,299.761,1.8492,48.19,1,4,0.8734531270112921
Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,N=C1N=C2CN=C(c3ccccc3)c3cc(Cl)ccc3N12,0.5283,294.74500000000006,3.3442700000000016,51.81,1,2,0.8613980380777388
Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,Clc1ccc2c(c1)C(c1ccccc1)=NCC1=N[SH]=CN12,0.5283,313.813,3.549700000000003,27.96,1,3,0.6326580047343707
Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,Clc1ccc2c(c1)S(c1ccccc1)=NCc1nncn1-2,0.5283,314.80100000000004,3.654200000000003,43.07,0,3,0.6877680158908611
Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,Clc1ccc2c(c1)C(c1ccccc1)=NCC1=NN=[SH]N12,0.5283,314.801,3.2380000000000035,40.32,1,4,0.8065697214727927
Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,Clc1ccc2c(c1)C(c1ccccc1)=NCC1=NOCN12,0.5283,297.74500000000006,3.298600000000003,37.190000000000005,0,4,0.8096952890155971
